SMILE A,SMILE B
[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,[*]C1=C2C(OCCO2)=C([*])S1
[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H]([C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)[C@H](O[*])O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2COC(C)=O)O)O[C@@H]1CO
[*]CCC1C([*])C2CCC1C2,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]CC(C1=CC=CC=C1)C/C=C/C[*]
O=C(N)C([*])C[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]NC(CCC([*])=O)C(O)=O
[*]C(C(OC(CO[*])=O)C)=O,[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
O=C(N)C([*])C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2
[*]O[C@H](C)CC([*])=O,[*]CCC1C([*])C2CCC1C2
O=C(O[*])CCCCCCCCCCN[*],O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*]
CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*]
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
[*]C(C=C1)=CC=C1S[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1
[*]NCCCCCCCCCCCC([*])=O,[*]CCCCO[*]
COC(C(C[*])([*])C)=O,[*]CCC1C([*])C2CCC1C2
C[Si](O[*])(C)[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
O=C([*])CCCCCN[*],[*]CC=CCCC(C#N)[*]
[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
[*]C(C)C(OCC(O[*])=O)=O,OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O
[*]CC([*])CC,[*]C(N[*])=O
OC(C(OC(C1O)CO)C[*])C1O[*],OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O
O=C(C(C[*])[*])N,OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*]
[*]CC(C1=CC=CC=C1)[*],[*]C(N[*])=O
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]C/C=C\CCC(C=C)[*]
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O
[*]CC(C#N)[*],CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,C[Si](C)(C[*])O[*]
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O
[*]CC[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
[*]CC(C1=CC=CC=C1)[*],O=C(C(C[*])[*])N
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,OCC1OC(C(C(C1O[*])O)O)[*]
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,O=C(O[*])CCCCCCCCCCN[*]
O=C([*])CCCCCN[*],O=C([*])CCCCCO[*]
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*]
[*]CC(C1=CC=CC=C1)C/C=C/C[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO
[*]NC(C(O)=O)CCC([*])=O,[*]CC(CC(C#N)[*])C1=CC=CC=C1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,OC1C(OC(C(C1O)O)[*])CO[*]
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
[*]C(C)C(OCC(O[*])=O)=O,[*]C(F)(C(F)([*])F)F
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]C1=C2C(OCCO2)=C([*])S1
[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H]([C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@H]4[C@H](O)[C@H](O)[C@H](O[*])O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2COC(C)=O)O)O[C@@H]1CO
C[Si](O[*])(C)[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O
COC(C(C[*])([*])C)=O,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
[*]C1=C2C(OCCO2)=C([*])S1,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
O=C([*])C(C)O[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
CC(C=C([*])C=C1C)=C1O[*],[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O
[*]C(F)(C(F)([*])F)F,CC(O[*])CC([*])=O
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CCCC([*])C(OC)=O
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]CCCC(C(O)=O)[*]
[*]CCN[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O
[*]CCC(CCCCCC)C[*],[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,[*]C/C=C\CCC(C=C)[*]
[*]CC([*])N1CCCC1=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,C[Si](C)(C[*])O[*]
[*]CC(C)(C(OCCO)=O)[*],[*]CC([*])CC
COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
C[Si](O[*])(C)[*],[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C/C(C[*])=C/C[*]
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CCC1C([*])C2CCC1C2
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CC(CC([*])C(O)=O)C(NC(C)C)=O
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,OC(C([*])C[*])=O
O=C(C(C[*])[*])N,[*]C1=C(C(C[*])=CC=C1)O
[*]CCCCOCCCCOCCCCOCCCCO[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1
[*]OCC[*],OC1C(O[*])C(NC(C)=O)C(OC2C(O)C(O)C([*])OC2C(O)=O)OC1COC(C(C)=C)=O
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O
[*]CC([*])N1CCCC1=O,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O
[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*]
CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O,OCC(OCC(COCC(CO[*])O)O)COCC(OCC(COCC(CO)O)O)COCC(COCC(CO[*])O)O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[*]CC([*])N1CCCC1=O,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]CCCCOCCCCOCCCCOCCCCO[*]
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]CC=CCCC(C1=CC=CC=C1)[*]
[*]CC=CCCC(C1=CC=CC=C1)[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*]
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,[*]C1=C2C(OCCO2)=C([*])S1
[*]CNCC1=CC=CC([*])=C1O,[*]C(C)(C(OCCN(C)C)=O)C[*]
[*]CC(C(CCC)=O)([*])C,[*]OC1C(O)C(O)C(OC2C(NC(C)=O)C(O[*])OC(OS(O)(=O)=O)C2O)OC1C(O)=O
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],[*]CCCCOCCCCOCCCCOCCCCO[*]
[*]CC(C)(C(OCCO)=O)[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*]
OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O,O=C(O[Na])COCC1OC(OC2C(COCC(O[Na])=O)OC([*])C(O)C2O)C(O)C(O)C1O[*]
[*]CC(CC(C#N)[*])C1=CC=CC=C1,[*]C(C(O[*])C)=O
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*]
[*]CC(C)(C(OCCO)=O)[*],[*]C(C(OC(CO[*])=O)C)=O
[*]CC(C#N)[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C/C=C(C[*])\Cl
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,CC(NC1C(OC(C(C1OC2OC(C(C(C2OCC(COC(C(C)=C)=O)O)O)O[*])C([O-])=O)O)O)O[*])=O
[*]C(C)C[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O=C1CCCN1C([*])C[*]
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C(C)C(OCC(O[*])=O)=O
O=C(N([*])C([*])=O)CC=C,[*]C(N[*])=O
[*]C(C(O[*])C)=O,[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
O=C(O)C([*])C[*],[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O
O=C([*])C(C)O[*],OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*]
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,O=C(N([*])C([*])=O)CC=C
[*]C/C=C/C[*],OC(C(OC(C1O)CO)C[*])C1O[*]
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O
O=C([*])CCCCC(NCCCCN[*])=O,[*]C(C(OC(CO[*])=O)C)=O
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],O=C(N([*])C([*])=O)CC=C
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,O=C(O)C(C[*])CC(CC(C(C(O)=O)[*])C(O)=O)C(O)=O
[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(C(OC(O[*])C=O)CO)C=O
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O
[*]CC(C)(C(OCCO)=O)[*],O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*]
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O
[*]CC(C(OCC)=O)[*],[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O
O=C1C([*])C(CC[*])C(O1)=O,O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*]
[*]O[C@H](C)CC([*])=O,[*]C(N[*])=O
[*]C(CCCCC(OCCCCO[*])=O)=O,O=C(C(OC(C=O)OC1C(C(C(OC1C(O[Na])=O)O[*])O)O)C(C=O)[*])O[Na]
O=C([*])C(C)O[*],CC(C=C([*])C=C1C)=C1O[*]
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C(OCCCO[*])=O
[*]CCCC(CCCCCC)[*],[*]C(C(OC(O[*])C=O)CO)C=O
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O,[*]C(N[*])=O
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O
[*]NC(CCC([*])=O)C(O)=O,[*]C(N[*])=O
[*]C(CCCCCO[*])=O,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O
O=C([*])CCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*]
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CNCC1=CC=CC([*])=C1O
O=C(O[*])CCCCCCCCCCN[*],[*]C(N[*])=O
O=C([*])CCCCCO[*],OC1C(O[*])C(C(O[Ca]O2)=O)OC(OC3C(O)C(O)C(OC4C(C(O[Ca]O5)=O)OC(OC6C(O)C(O)C(OC7C(C(O[Ca]O8)=O)OC(OC9C(O)C(O)C([*])OC9C8=O)C(O)C7O)OC6C5=O)C(O)C4O)OC3C2=O)C1O
O=C([*])CCCCC(NCCCCN[*])=O,[*]C(C(CCCC[NH3+])N[*])=O
[*]C1=CC=C([*])N1,O=C(N([*])C([*])=O)CC=C
[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*],[Na]OS(CC(C)(C)NC(C([*])C[*])=O)(=O)=O
[*]C1=CC=C([*])N1,[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O
O=C(O)C([*])C[*],[*]C(CCCCC(OCCCCO[*])=O)=O
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,O=C([*])CCCCCO[*]
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*]
[*]OCC[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O
[*]CC(OC(O[*])=O)C,[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]CCCCOCCCCOCCCCOCCCCO[*]
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*]
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,[*]C1=C(C(C[*])=CC=C1)O
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*]
[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*]
[*]CNCC1=CC=CC([*])=C1O,[*]CC(C(CCC)=O)([*])C
C[Si](C)(C[*])O[*],[*]C(C(O[*])C)=O
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C1=CC=C([*])N1
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OC1=C(C([*])=CC=C1C)C
[*]CC(OC(O[*])=O)C,[*]CCC1C([*])C2CCC1C2
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]C1C(C(C(OC1C(O[Ca]OC2=O)=O)OC3C2OC(O[*])C(O)C3O)O)O
[*]OC1C(C(C(OC1C)OC2C(C(OC(C2O)COC(C)=O)OC3C(C(C(OC3C(O)=O)OC4C(C(C(OC4CO)O[*])O)O)O)O)OC(C(O)CO)=O)O)O,[*]CC(C1=CC=C(C=C1)S(=O)(O[Na])=O)[*]
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCC[*]
C/C(C[*])=C/C[*],[*]OCCCCOC(CCC([*])=O)=O
OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,O=C1C([*])C(CC[*])C(O1)=O
[*]NC(C(O)=O)CCC([*])=O,CCCCCCC1=C(SC([*])=C1)[*]
O=C(N)C([*])C[*],[*]NC(C(O)=O)CCC([*])=O
OCC1OC(C(C(C1O[*])O)O)[*],OC(C([*])C[*])=O
[*]C1=CC=C([*])N1,OC(C(OC(C1O)CO)C[*])C1O[*]
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[Na]OS(CC(C)(C)NC(C([*])C[*])=O)(=O)=O
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,O=C(N([*])C([*])=O)CC=C
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,OCC1OC(C(C(C1O[*])O)O)[*]
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3
C[Si](C)(C[*])O[*],[*]C(OCCCO[*])=O
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O
[*]CCCCO[*],CC(O[*])CC([*])=O
O=C1CCCN1C([*])C[*],[*]CC(O[*])CN=[N+]=[N-]
[*]C(C(OC(CO[*])=O)C)=O,[*]CC([*])(C)C(OCC[N+](C)(C)CCCS(=O)([O-])=O)=O
[*]CCCCOCCCCOCCCCOCCCCO[*],[*]OC1=C(C([*])=CC=C1C)C
O=C1CCCN1C([*])C[*],[*]C(C(OC(CO[*])=O)C)=O
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,[*]OC1OC(CO)C(O)C(OC2OC(C(NC(CS)C(OC)=O)=O)C(OC[*])C(O)C2O)C1NC(C)=O
[*]CCCC(CCCCCC)[*],[*]C/C=C/CCC(C/C=C\C[*])C=C
[*]CC(OC(O[*])=O)C,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O
[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,[*]CNCC1=CC=CC([*])=C1O
